id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
218,20,Wiraswasta,236804,SMA,9,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
219,21,?,143995,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,20.0,<=7jt
220,48,Pemerintah Lokal,132368,5th-6th,3,Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
221,48,Pekerja Bebas Perusahaan,106232,Sekolah Professional,15,Menikah,Spesialis,Laki2,1399986000.0,0.0,48.0,>7jt
222,38,Pekerja Bebas Perusahaan,222532,Sekolah Professional,15,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,45.0,<=7jt
223,25,Pemerintah Lokal,336320,Sarjana,13,Cerai,Penjaga,Perempuan,0.0,0.0,40.0,<=7jt
224,55,Pemerintah Lokal,133201,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,<=7jt
225,41,Pemerintah Lokal,183224,Master,14,Menikah,Spesialis,Perempuan,0.0,0.0,40.0,>7jt
226,54,Pemerintah Lokal,190333,SMA,9,Menikah,Penjaga,Laki2,0.0,0.0,40.0,<=7jt
227,31,Wiraswasta,282173,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
228,47,Pekerja Bebas Bukan Perusahan,107231,D3,12,Menikah,Perbaikan Kerajinan,Laki2,0.0,23408000.0,65.0,<=7jt
229,61,Wiraswasta,230292,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,107632000.0,0.0,40.0,>7jt
230,36,Wiraswasta,153078,Master,14,Menikah,Ekesekutif Managerial,Laki2,210336000.0,0.0,40.0,>7jt
231,44,Wiraswasta,219441,10th,6,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,35.0,<=7jt
232,38,Pemerintah Provinsi,115433,D3,12,Menikah,Pemuka Agama,Perempuan,107632000.0,0.0,33.0,>7jt
233,39,Wiraswasta,176050,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,25872000.0,47.0,>7jt
234,52,Wiraswasta,155496,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
235,20,Wiraswasta,105244,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,50.0,<=7jt
236,34,Wiraswasta,148291,SMA,9,Menikah,Tech-support,Perempuan,0.0,0.0,32.0,<=7jt
237,50,Pemerintah Lokal,24139,Master,14,Cerai,Spesialis,Perempuan,0.0,0.0,65.0,<=7jt
238,25,Pemerintah Provinsi,366207,SMA,9,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
239,52,Pekerja Bebas Perusahaan,334273,Doktor,16,Menikah,Spesialis,Laki2,1399986000.0,0.0,65.0,>7jt
240,67,Wiraswasta,35015,Master,14,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,99.0,<=7jt
241,38,Wiraswasta,172571,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,25872000.0,54.0,>7jt
242,48,Wiraswasta,329144,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,27678000.0,60.0,>7jt
243,22,?,145964,SMA,9,Belum Pernah Menikah,?,Laki2,0.0,0.0,40.0,<=7jt
244,28,?,113635,11th,7,Belum Pernah Menikah,?,Laki2,0.0,0.0,30.0,<=7jt
245,48,Pemerintah Provinsi,72808,11th,7,Cerai,Pemuka Agama,Perempuan,0.0,0.0,42.0,<=7jt
246,32,Wiraswasta,136204,Master,14,Berpisah,Ekesekutif Managerial,Laki2,0.0,39536000.0,55.0,>7jt
247,56,Wiraswasta,195668,10th,6,Menikah,Servis Lainnya,Laki2,0.0,0.0,35.0,>7jt
248,23,Wiraswasta,52566,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
249,59,Pemerintah Negara,109567,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
250,29,Wiraswasta,244395,11th,7,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
251,21,Wiraswasta,110677,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
252,37,Wiraswasta,189922,D3,12,Menikah,Tech-support,Laki2,0.0,0.0,50.0,>7jt
253,50,Pemerintah Negara,143822,Doktor,16,Menikah,Spesialis,Laki2,210336000.0,0.0,40.0,>7jt
254,53,Wiraswasta,180439,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,>7jt
255,23,?,302836,D3,12,Menikah,?,Laki2,0.0,0.0,40.0,<=7jt
256,45,Wiraswasta,185437,D3,12,Cerai,Perbaikan Kerajinan,Perempuan,0.0,0.0,55.0,<=7jt
257,32,Pekerja Bebas Bukan Perusahan,400061,Sekolah Professional,15,Menikah,Spesialis,Laki2,210336000.0,0.0,40.0,>7jt
258,45,Pemerintah Lokal,311080,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,>7jt
259,36,Wiraswasta,188972,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
260,30,Wiraswasta,206325,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,<=7jt
261,37,Wiraswasta,132879,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
262,27,Wiraswasta,300783,Pendidikan Tinggi,10,Menikah,Sales,Perempuan,0.0,0.0,42.0,>7jt
263,52,Wiraswasta,142757,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,0.0,0.0,56.0,>7jt
264,58,Wiraswasta,265579,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
265,32,Wiraswasta,53260,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,28.0,<=7jt
266,30,Wiraswasta,447739,Doktor,16,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,60.0,<=7jt
267,49,Wiraswasta,323798,Pendidikan Tinggi,10,Cerai,Ekesekutif Managerial,Laki2,46550000.0,0.0,50.0,<=7jt
268,18,?,20057,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0.0,0.0,16.0,<=7jt
269,18,?,220168,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,16.0,<=7jt
270,55,Wiraswasta,113912,D4,11,Menikah,Spesialis,Perempuan,0.0,0.0,20.0,<=7jt
271,27,Wiraswasta,98769,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,45.0,<=7jt
272,42,Wiraswasta,179533,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,>7jt
273,25,Pemerintah Provinsi,198813,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,22260000.0,40.0,<=7jt
274,33,Wiraswasta,229732,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,45.0,>7jt
275,51,Wiraswasta,203435,SMA,9,Belum Pernah Menikah,Pembersih,Perempuan,0.0,0.0,40.0,<=7jt
276,18,?,28311,11th,7,Belum Pernah Menikah,?,Perempuan,0.0,0.0,35.0,<=7jt
277,64,Pekerja Bebas Perusahaan,142166,Sarjana,13,Cerai,Sales,Laki2,0.0,0.0,45.0,<=7jt
278,29,Wiraswasta,221428,12th,8,Menikah,Sales,Laki2,0.0,0.0,35.0,<=7jt
279,31,Wiraswasta,234537,Sarjana,13,Menikah,Spesialis,Laki2,102172000.0,0.0,50.0,>7jt
280,56,Pekerja Bebas Bukan Perusahan,335605,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,26418000.0,50.0,>7jt
281,23,Wiraswasta,193090,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,51436000.0,0.0,40.0,<=7jt
282,27,Wiraswasta,139209,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
283,50,Tanpa di Bayar,123004,SMA,9,Menikah,Mesin Inspeksi,Perempuan,0.0,26418000.0,40.0,>7jt
284,24,Wiraswasta,188300,11th,7,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
285,33,Wiraswasta,511517,SMA,9,Menikah,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
286,46,Pekerja Bebas Bukan Perusahan,177407,SMA,9,Menikah,Sales,Laki2,0.0,0.0,50.0,<=7jt
287,24,Wiraswasta,33551,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Laki2,0.0,0.0,50.0,<=7jt
288,22,?,186452,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,36.0,<=7jt
289,53,Pekerja Bebas Perusahaan,263925,SMA,9,Menikah,Sales,Laki2,1399986000.0,0.0,40.0,>7jt
290,30,?,164940,SMA,9,Berpisah,?,Perempuan,0.0,0.0,25.0,<=7jt
291,30,Pemerintah Lokal,115040,SMA,9,Menikah,Pembersih,Laki2,0.0,0.0,25.0,<=7jt
292,23,Pemerintah Lokal,238384,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
293,27,Wiraswasta,144808,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
294,34,Wiraswasta,42596,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,<=7jt
295,61,Pekerja Bebas Bukan Perusahan,113080,9th,5,Menikah,Sales,Laki2,0.0,0.0,58.0,>7jt
296,47,Wiraswasta,246396,SMA,9,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
297,30,Pekerja Bebas Bukan Perusahan,429281,SMA,9,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,40.0,<=7jt
298,30,Pekerja Bebas Bukan Perusahan,100252,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,60.0,<=7jt
299,30,Pekerja Bebas Bukan Perusahan,180859,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,8.0,<=7jt
300,53,Wiraswasta,113176,SMA,9,Cerai,Sales,Perempuan,36358000.0,0.0,40.0,<=7jt
301,48,Pekerja Bebas Bukan Perusahan,30840,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,70182000.0,0.0,45.0,<=7jt
302,48,Wiraswasta,107231,Sekolah Professional,15,Menikah,Ekesekutif Managerial,Laki2,1399986000.0,0.0,50.0,>7jt
303,30,Wiraswasta,113364,Pendidikan Tinggi,10,Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
304,24,Wiraswasta,275421,D4,11,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
305,33,Wiraswasta,183557,D3,12,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
306,26,Wiraswasta,106406,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
307,26,Wiraswasta,167350,Pendidikan Tinggi,10,Menikah,Tech-support,Laki2,43442000.0,0.0,40.0,>7jt
308,35,Pekerja Bebas Bukan Perusahan,348771,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,36.0,<=7jt
309,20,?,195075,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0.0,0.0,30.0,<=7jt
310,46,Wiraswasta,96080,9th,5,Berpisah,Perbaikan Kerajinan,Perempuan,0.0,0.0,40.0,<=7jt
311,30,?,126402,11th,7,Belum Pernah Menikah,?,Perempuan,0.0,0.0,40.0,<=7jt
312,31,Pemerintah Negara,113129,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,65.0,<=7jt
313,57,Wiraswasta,151474,SMA,9,Cerai,Pembersih,Perempuan,0.0,0.0,40.0,<=7jt
314,58,Wiraswasta,203735,SMA,9,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
315,45,Wiraswasta,111706,1st-4th,2,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
316,20,Wiraswasta,118462,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,43.0,<=7jt
317,47,Wiraswasta,197836,SMA,9,Menikah,Sales,Laki2,0.0,0.0,45.0,<=7jt
318,30,Wiraswasta,23778,7th-8th,4,Berpisah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
319,51,Wiraswasta,392286,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,>7jt
320,47,Wiraswasta,583755,SMA,9,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,>7jt
321,38,Wiraswasta,589809,Sarjana,13,Menikah,Pemuka Agama,Laki2,0.0,0.0,45.0,>7jt
322,47,Wiraswasta,200808,11th,7,Menikah,Servis Lainnya,Laki2,0.0,0.0,35.0,<=7jt
323,25,Wiraswasta,118088,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
324,25,Pemerintah Provinsi,80485,Master,14,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
325,72,Pekerja Bebas Bukan Perusahan,203523,Sekolah Professional,15,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,10.0,<=7jt
326,22,Wiraswasta,324445,SMA,9,Belum Pernah Menikah,Tech-support,Perempuan,0.0,0.0,40.0,<=7jt
327,18,Wiraswasta,190325,11th,7,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
328,38,Wiraswasta,52963,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,50.0,<=7jt
329,57,Pemerintah Lokal,213975,SMA,9,Janda,Servis Lainnya,Perempuan,0.0,0.0,30.0,<=7jt
330,46,Wiraswasta,186256,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,26628000.0,55.0,>7jt
331,52,Wiraswasta,22154,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
332,60,Wiraswasta,188650,5th-6th,3,Menikah,Sales,Laki2,0.0,0.0,40.0,>7jt
333,48,Wiraswasta,287547,Pendidikan Tinggi,10,Cerai,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
334,31,Wiraswasta,178841,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
335,37,Wiraswasta,151764,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,<=7jt
336,20,Pemerintah Negara,147280,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
337,31,Wiraswasta,173858,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,26628000.0,40.0,<=7jt
338,25,Wiraswasta,75759,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,46550000.0,0.0,40.0,<=7jt
339,47,Pekerja Bebas Bukan Perusahan,62143,Master,14,Menikah,Ekesekutif Managerial,Perempuan,210336000.0,0.0,40.0,>7jt
340,36,Pekerja Bebas Perusahaan,242080,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,80.0,>7jt
341,43,Wiraswasta,255635,5th-6th,3,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
342,48,Pekerja Bebas Perusahaan,54190,Sekolah Professional,15,Menikah,Spesialis,Laki2,210336000.0,0.0,40.0,>7jt
343,25,Wiraswasta,120238,SMA,9,Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
344,48,Wiraswasta,25468,Master,14,Cerai,Ekesekutif Managerial,Laki2,1399986000.0,0.0,50.0,>7jt
345,49,Wiraswasta,547108,Sarjana,13,Menikah,Tech-support,Laki2,210336000.0,0.0,40.0,>7jt
346,45,Pemerintah Lokal,127678,D4,11,Menikah,Penjaga,Laki2,0.0,0.0,60.0,>7jt
347,57,Wiraswasta,354923,Sarjana,13,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,45.0,<=7jt
348,33,Wiraswasta,182556,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
349,50,Pemerintah Lokal,199995,Sarjana,13,Cerai,Penjaga,Laki2,0.0,0.0,40.0,>7jt
350,50,Pekerja Bebas Bukan Perusahan,44368,SMA,9,Menikah,Sales,Laki2,210336000.0,0.0,55.0,>7jt
351,40,Wiraswasta,71305,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
352,41,Wiraswasta,252986,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,48.0,>7jt
353,34,Wiraswasta,204461,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,55.0,>7jt
354,40,Wiraswasta,282155,SMA,9,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,25.0,<=7jt
355,40,Wiraswasta,174395,SMA,9,Cerai,Servis Lainnya,Laki2,0.0,0.0,60.0,<=7jt
356,62,Pemerintah Lokal,180162,9th,5,Cerai,Penjaga,Laki2,0.0,0.0,24.0,<=7jt
357,74,?,41737,SMA,9,Menikah,?,Laki2,0.0,30086000.0,30.0,<=7jt
358,26,?,132749,Sarjana,13,Belum Pernah Menikah,?,Perempuan,0.0,0.0,80.0,<=7jt
359,25,Wiraswasta,469697,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
360,28,Wiraswasta,162298,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
361,40,Wiraswasta,85668,7th-8th,4,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,60.0,<=7jt
362,49,Pemerintah Lokal,149210,Sarjana,13,Menikah,Penjaga,Laki2,210336000.0,0.0,40.0,>7jt
363,35,Wiraswasta,267798,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
364,34,Wiraswasta,186824,SMA,9,Menikah,Pembersih,Laki2,0.0,0.0,70.0,<=7jt
365,65,?,486436,Pendidikan Tinggi,10,Menikah,?,Laki2,0.0,0.0,45.0,>7jt
366,46,Wiraswasta,191389,5th-6th,3,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
367,33,Wiraswasta,99309,Pendidikan Tinggi,10,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,<=7jt
368,38,Wiraswasta,161141,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,55.0,<=7jt
369,53,Pemerintah Negara,50048,Doktor,16,Menikah,Spesialis,Laki2,107632000.0,0.0,50.0,>7jt
370,26,Wiraswasta,369166,Pendidikan Tinggi,10,Belum Pernah Menikah,Petani,Perempuan,0.0,0.0,65.0,<=7jt
371,33,Wiraswasta,350106,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,34.0,<=7jt
372,27,Wiraswasta,183802,SMA,9,Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
373,56,Wiraswasta,177368,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,102172000.0,0.0,45.0,>7jt
374,34,Wiraswasta,263908,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,50.0,<=7jt
375,31,Pekerja Bebas Perusahaan,112564,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
376,48,Wiraswasta,169324,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,32.0,<=7jt
377,28,Wiraswasta,79874,D4,11,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
378,69,Pekerja Bebas Bukan Perusahan,227906,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,48384000.0,0.0,30.0,<=7jt
379,30,Wiraswasta,285295,Sarjana,13,Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
380,33,Pekerja Bebas Bukan Perusahan,109959,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,25.0,<=7jt
381,34,Pemerintah Lokal,191957,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,>7jt
382,39,Wiraswasta,103260,Sarjana,13,Menikah,Perbaikan Kerajinan,Perempuan,0.0,0.0,30.0,>7jt
383,50,Wiraswasta,182907,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,25.0,<=7jt
384,41,Wiraswasta,220531,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,60.0,>7jt
385,51,Pekerja Bebas Perusahaan,167793,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,210336000.0,0.0,40.0,>7jt
386,30,Wiraswasta,136651,5th-6th,3,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
387,30,Wiraswasta,89735,D4,11,Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
388,65,Wiraswasta,184454,SMA,9,Menikah,Mesin Inspeksi,Laki2,89852000.0,0.0,40.0,>7jt
389,45,Wiraswasta,228570,SMA,9,Menikah,Sales,Perempuan,0.0,0.0,35.0,<=7jt
390,37,Wiraswasta,184456,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,40.0,>7jt
391,26,Wiraswasta,261203,7th-8th,4,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,30.0,<=7jt
392,49,Wiraswasta,330535,Doktor,16,Cerai,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
393,42,Pekerja Bebas Bukan Perusahan,157562,Sarjana,13,Menikah,Petani,Laki2,0.0,26628000.0,80.0,>7jt
394,19,?,188618,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0.0,0.0,25.0,<=7jt
395,35,Wiraswasta,168817,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
396,43,Wiraswasta,115178,Sarjana,13,Cerai,Spesialis,Perempuan,0.0,0.0,43.0,>7jt
397,20,Wiraswasta,415913,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,30.0,<=7jt
398,46,Wiraswasta,97883,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
399,42,Wiraswasta,201785,Master,14,Menikah,Sales,Laki2,0.0,0.0,50.0,>7jt
400,27,Wiraswasta,204648,D4,11,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
401,28,Wiraswasta,209934,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
402,50,Wiraswasta,358740,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
403,26,Wiraswasta,30776,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,40.0,>7jt
404,23,?,502633,Sarjana,13,Menikah,?,Laki2,0.0,0.0,40.0,<=7jt
405,51,?,69328,D4,11,Menikah,?,Laki2,0.0,0.0,50.0,>7jt
406,36,Wiraswasta,679853,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
407,21,Wiraswasta,320425,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,30.0,<=7jt
408,26,Wiraswasta,379246,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
409,22,Wiraswasta,205604,5th-6th,3,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,30.0,<=7jt
410,45,Wiraswasta,199590,5th-6th,3,Menikah,Supir,Laki2,0.0,0.0,38.0,<=7jt
411,41,Wiraswasta,373469,D3,12,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
412,42,Wiraswasta,145175,Pendidikan Tinggi,10,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
413,70,Wiraswasta,298470,Sarjana,13,Janda,Sales,Laki2,0.0,0.0,30.0,<=7jt
414,51,Wiraswasta,249706,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
415,29,Wiraswasta,118337,SMA,9,Menikah,Supir,Laki2,0.0,0.0,60.0,<=7jt
416,46,Wiraswasta,195023,SMA,9,Menikah LDR,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
417,26,Wiraswasta,37379,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,45.0,<=7jt
418,48,Pekerja Bebas Bukan Perusahan,209057,Sarjana,13,Menikah LDR,Sales,Laki2,0.0,0.0,50.0,>7jt
419,30,Wiraswasta,46712,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
420,40,Pemerintah Negara,345969,D3,12,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,>7jt
421,21,?,156780,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0.0,0.0,15.0,<=7jt
422,52,Wiraswasta,186826,Sekolah Professional,15,Belum Pernah Menikah,Spesialis,Laki2,0.0,21896000.0,40.0,>7jt
423,31,Wiraswasta,206051,Sarjana,13,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,>7jt
424,20,?,220115,SMA,9,Belum Pernah Menikah,?,Laki2,0.0,0.0,12.0,<=7jt
425,52,Wiraswasta,38795,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,>7jt
426,46,Pekerja Bebas Bukan Perusahan,101722,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,43918000.0,0.0,40.0,<=7jt
427,34,Wiraswasta,81206,SMA,9,Cerai,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
428,19,Pekerja Bebas Bukan Perusahan,139278,SMA,9,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,20.0,<=7jt
429,42,Wiraswasta,123838,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,60.0,>7jt
430,49,Wiraswasta,186982,Pendidikan Tinggi,10,Berpisah,Ekesekutif Managerial,Perempuan,0.0,0.0,45.0,>7jt
431,61,Wiraswasta,170262,SMA,9,Menikah,Ekesekutif Managerial,Perempuan,210336000.0,0.0,38.0,>7jt
432,44,Wiraswasta,222703,7th-8th,4,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
433,26,?,130832,Sarjana,13,Belum Pernah Menikah,?,Perempuan,0.0,0.0,10.0,<=7jt
434,26,Wiraswasta,211596,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
435,33,Wiraswasta,171889,12th,8,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,35.0,<=7jt
436,27,Wiraswasta,339956,SMA,9,Menikah,Supir,Laki2,0.0,0.0,60.0,<=7jt
437,28,Wiraswasta,206889,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
